iter	Passed	Remaining
487	3212	3370
488	3217	3362
489	3224	3355
490	3234	3353
491	3240	3345
492	3246	3338
493	3253	3332
494	3260	3326
495	3272	3325
496	3277	3317
497	3283	3309
498	3291	3304
499	3297	3297
500	3303	3290
501	3308	3282
502	3314	3274
503	3319	3267
504	3326	3260
505	3333	3254
506	3338	3246
507	3344	3239
508	3350	3232
509	3359	3228
510	3366	3221
511	3372	3214
512	3378	3207
513	3385	3201
514	3391	3194
515	3397	3187
516	3403	3179
517	3410	3173
518	3418	3167
519	3427	3163
520	3437	3160
521	3445	3155
522	3452	3149
523	3462	3145
524	3468	3138
525	3474	3131
526	3481	3124
527	3488	3118
528	3494	3111
529	3500	3103
530	3505	3096
531	3511	3088
532	3518	3082
533	3525	3076
534	3531	3069
535	3536	3061
536	3542	3054
537	3549	3047
538	3555	3040
539	3561	3033
540	3567	3026
541	3573	3019
542	3578	3011
543	3587	3006
544	3593	3000
545	3601	2994
546	3607	2987
547	3613	2980
548	3620	2974
549	3626	2967
550	3632	2960
551	3638	2953
552	3646	2947
553	3652	2940
554	3659	2934
555	3665	2927
556	3671	2920
557	3678	2913
558	3685	2907
559	3692	2900
560	3697	2893
561	3702	2885
562	3709	2879
563	3716	2873
564	3722	2866
565	3728	2858
566	3734	2851
567	3739	2843
568	3745	2836
569	3751	2829
570	3756	2822
571	3763	2816
572	3769	2809
573	3777	2803
574	3784	2797
575	3791	2791
576	3797	2783
577	3802	2776
578	3807	2768
579	3813	2761
580	3822	2756
581	3828	2749
582	3834	2742
583	3840	2735
584	3846	2728
585	3851	2721
586	3861	2717
587	3867	2709
588	3872	2702
589	3880	2696
590	3886	2689
591	3897	2685
592	3902	2678
593	3908	2671
594	3917	2666
595	3923	2659
596	3928	2652
597	3934	2645
598	3947	2642
599	3954	2636
600	3960	2629
601	3965	2621
602	3974	2616
603	3982	2611
604	3991	2605
605	3997	2598
606	4002	2591
607	4008	2584
608	4016	2578
609	4022	2572
610	4028	2564
611	4034	2558
612	4040	2550
613	4046	2543
614	4054	2538
615	4060	2531
616	4066	2524
617	4076	2519
618	4082	2513
619	4088	2505
620	4094	2498
621	4099	2491
622	4106	2484
623	4113	2478
624	4119	2471
625	4125	2464
626	4131	2457
627	4136	2450
628	4142	2443
629	4148	2436
630	4154	2429
631	4160	2422
632	4165	2415
633	4173	2409
634	4181	2403
635	4187	2396
636	4193	2389
637	4200	2383
638	4205	2375
639	4213	2370
640	4220	2363
641	4226	2356
642	4237	2352
643	4243	2345
644	4250	2339
645	4256	2332
646	4262	2325
647	4269	2319
648	4275	2312
649	4282	2305
650	4287	2298
651	4293	2291
652	4304	2287
653	4310	2280
654	4316	2273
655	4322	2266
656	4328	2259
657	4333	2252
658	4339	2245
659	4345	2238
660	4351	2231
661	4356	2224
662	4371	2221
663	4377	2214
664	4382	2207
665	4388	2200
666	4393	2193
667	4399	2186
668	4406	2180
669	4413	2173
670	4419	2166
671	4425	2159
672	4432	2153
673	4438	2146
674	4444	2139
675	4450	2132
676	4457	2126
677	4464	2120
678	4471	2113
679	4477	2107
680	4483	2100
681	4489	2093
682	4495	2086
683	4500	2079
684	4509	2073
685	4515	2066
686	4520	2059
687	4526	2052
688	4532	2045
689	4538	2039
690	4544	2032
691	4549	2025
692	4555	2018
693	4561	2011
694	4567	2004
695	4573	1997
696	4578	1990
697	4585	1984
698	4591	1977
699	4598	1970
700	4606	1965
701	4614	1958
702	4619	1951
703	4625	1944
704	4631	1937
705	4638	1931
706	4644	1924
707	4650	1917
708	4655	1910
709	4663	1904
710	4670	1898
711	4676	1891
712	4681	1884
713	4686	1877
714	4694	1871
715	4703	1865
716	4708	1858
717	4714	1851
718	4725	1846
719	4737	1842
720	4743	1835
721	4748	1828
722	4753	1821
723	4762	1815
724	4768	1808
725	4776	1802
726	4782	1795
727	4787	1788
728	4799	1784
729	4805	1777
730	4811	1770
731	4816	1763
732	4823	1756
733	4828	1749
734	4835	1743
735	4845	1738
736	4851	1731
737	4860	1725
738	4867	1719
739	4873	1712
740	4880	1705
741	4886	1698
742	4895	1693
743	4900	1686
744	4906	1679
745	4913	1672
746	4919	1666
747	4925	1659
748	4939	1655
749	4945	1648
750	4954	1642
751	4962	1636
752	4968	1629
753	4973	1622
754	4979	1615
755	4991	1610
756	4998	1604
757	5004	1597
758	5011	1591
759	5020	1585
760	5027	1578
761	5037	1573
762	5042	1566
763	5049	1559
764	5058	1553
765	5066	1547
766	5073	1541
767	5079	1534
768	5086	1527
769	5094	1521
770	5100	1514
771	5105	1507
772	5112	1501
773	5126	1496
774	5132	1490
775	5138	1483
776	5144	1476
777	5150	1469
778	5155	1462
779	5162	1456
780	5168	1449
781	5175	1442
782	5181	1435
783	5191	1430
784	5198	1423
785	5203	1416
786	5211	1410
787	5217	1403
788	5223	1396
789	5230	1390
790	5237	1383
791	5243	1376
792	5249	1370
793	5255	1363
794	5263	1357
795	5270	1350
796	5278	1344
797	5286	1338
798	5296	1332
799	5301	1325
800	5308	1318
801	5316	1312
802	5323	1306
803	5331	1299
804	5336	1292
805	5342	1285
806	5353	1280
807	5359	1273
808	5365	1266
809	5371	1260
810	5377	1253
811	5388	1247
812	5395	1241
813	5401	1234
814	5407	1227
815	5413	1220
816	5420	1214
817	5430	1208
818	5436	1201
819	5442	1194
820	5450	1188
821	5456	1181
822	5464	1175
823	5470	1168
824	5476	1161
825	5483	1155
826	5491	1148
827	5497	1141
828	5503	1135
829	5509	1128
830	5514	1121
831	5523	1115
832	5530	1108
833	5535	1101
834	5541	1095
835	5549	1088
836	5560	1082
837	5567	1076
838	5573	1069
839	5580	1062
840	5587	1056
841	5593	1049
842	5600	1043
843	5607	1036
844	5615	1030
845	5623	1023
846	5629	1016
847	5635	1010
848	5642	1003
849	5649	996
850	5658	990
851	5667	984
852	5678	978
853	5686	972
854	5692	965
855	5699	958
856	5707	952
857	5713	945
858	5719	938
859	5725	932
860	5732	925
861	5738	918
862	5746	912
863	5752	905
864	5758	898
865	5765	892
866	5775	885
867	5787	880
868	5793	873
869	5799	866
870	5806	860
871	5812	853
872	5820	846
873	5826	839
874	5832	833
875	5843	827
876	5849	820
877	5855	813
878	5862	806
879	5869	800
880	5875	793
881	5882	787
882	5890	780
883	5896	773
884	5902	767
885	5908	760
886	5918	754
887	5924	747
888	5930	740
889	5938	733
890	5944	727
891	5951	720
892	5957	713
893	5963	707
894	5969	700
895	5976	693
896	5986	687
897	5992	680
898	5999	674
899	6006	667
900	6012	660
901	6022	654
902	6029	647
903	6042	641
904	6050	635
905	6057	628
906	6071	622
907	6079	616
908	6087	609
909	6093	602
910	6099	595
911	6107	589
912	6116	582
913	6123	576
914	6129	569
915	6142	563
916	6150	556
917	6156	549
918	6164	543
919	6169	536
920	6178	529
921	6184	523
922	6190	516
923	6196	509
924	6203	503
925	6211	496
926	6218	489
927	6224	482
928	6230	476
929	6237	469
930	6246	462
931	6253	456
932	6259	449
933	6266	442
934	6274	436
935	6281	429
936	6288	422
937	6295	416
938	6302	409
939	6309	402
940	6314	395
941	6320	389
942	6326	382
943	6335	375
944	6341	369
945	6347	362
946	6353	355
947	6359	348
948	6366	342
949	6374	335
950	6380	328
951	6386	321
952	6392	315
953	6399	308
954	6406	301
955	6415	295
956	6421	288
957	6428	281
958	6435	275
959	6442	268
960	6448	261
961	6455	254
962	6462	248
963	6469	241
964	6476	234
965	6482	228
966	6490	221
967	6497	214
968	6503	208
969	6513	201
970	6519	194
971	6528	188
972	6534	181
973	6545	174
974	6551	167
975	6557	161
976	6566	154
977	6572	147
978	6579	141
979	6591	134
980	6601	127
981	6607	121
982	6614	114
983	6620	107
984	6627	100
985	6633	94
986	6641	87
987	6648	80
988	6658	74
989	6665	67
990	6672	60
991	6679	53
992	6688	47
993	6696	40
994	6706	33
995	6712	26
996	6718	20
997	6729	13
998	6735	6
999	6741	0
