iter	MAPE
140	0.02879850766
141	0.02878153004
142	0.02877748809
143	0.02872864644
144	0.02868183425
145	0.0286271652
146	0.02862126643
147	0.02861786632
148	0.02860295655
149	0.02860111622
150	0.02858016391
151	0.0285713601
152	0.0285492546
153	0.028547842
154	0.02854643112
155	0.02845297358
156	0.0283432305
157	0.02831595102
158	0.02825819021
159	0.02824816168
160	0.02824863241
161	0.02824825665
162	0.02824732798
163	0.02824695023
164	0.02823469612
165	0.02823317335
166	0.028216689
167	0.0282147895
168	0.02820748588
169	0.02820236449
170	0.02817412477
171	0.02816916435
172	0.02816909672
173	0.02816638152
174	0.02815921581
175	0.02815913178
176	0.02815855166
177	0.02815812735
178	0.02815719301
179	0.02815500605
180	0.02815446174
181	0.02815335784
182	0.02815114114
183	0.02815146404
184	0.02815125184
185	0.02814850857
186	0.02813751295
187	0.02813140273
188	0.02799615044
189	0.02799341203
190	0.02799343778
191	0.02799304421
192	0.02799205599
193	0.027991956
194	0.02792415611
195	0.02792422248
196	0.02792263334
197	0.02791984422
198	0.0279156206
199	0.02791128236
200	0.02791036706
201	0.02790630628
202	0.02790114926
203	0.02789966376
204	0.02789688667
205	0.02789659956
206	0.0278947738
207	0.02789464381
208	0.0278942586
209	0.02789360756
210	0.0278906194
211	0.02788973357
212	0.02788933629
213	0.02788920345
214	0.02788460642
215	0.0278056225
216	0.02780509968
217	0.02774538205
218	0.02772872389
219	0.02772847691
220	0.0277285756
221	0.0277017463
222	0.02764360131
223	0.02762313357
224	0.02761360573
225	0.02761335832
226	0.02755844731
227	0.02755842261
228	0.02755510888
229	0.02755422445
230	0.02754292174
231	0.02754303061
232	0.02754014551
233	0.02749214688
234	0.02749227678
235	0.02748634475
236	0.02748595801
237	0.02748637587
238	0.02748655039
239	0.02748682985
240	0.0274852051
241	0.02739793588
242	0.02739156797
243	0.02739151162
244	0.02739171377
245	0.02738976335
246	0.02738555913
247	0.02738612442
248	0.02737640973
249	0.02737657506
250	0.02737343442
251	0.02737372559
252	0.02721319702
253	0.02721239633
254	0.02721288885
255	0.02721240284
256	0.02719860946
257	0.02719312361
258	0.02719318661
259	0.02717901566
260	0.02717884592
261	0.02717268027
262	0.02716736499
263	0.02716614551
264	0.02716128053
265	0.02715271232
266	0.02715079166
267	0.02715034932
268	0.02714913397
269	0.02714799353
270	0.02713937909
271	0.0271394249
272	0.02713852352
273	0.02712803483
274	0.02712373843
275	0.0271237898
276	0.02712196069
277	0.02712077758
278	0.02712020153
279	0.02711975991
280	0.02710599452
281	0.02710487897
282	0.02710454323
283	0.02703510816
284	0.02703226775
285	0.02703185738
286	0.02703150026
287	0.02703070638
288	0.02702125401
289	0.02701689048
290	0.02701579927
291	0.02701537832
292	0.02701412417
293	0.02701273047
294	0.02701231894
295	0.0270069575
296	0.0270060386
297	0.02700558351
298	0.02700514886
299	0.02700480834
300	0.02700349394
301	0.02700318962
302	0.02700352065
303	0.02694850964
304	0.02693235818
305	0.02693204496
306	0.02693186138
307	0.02693159829
308	0.02693132293
309	0.02692726907
310	0.02692753773
311	0.02692715722
312	0.02692675795
313	0.02692640448
314	0.02692626314
315	0.02692481323
316	0.02692441102
317	0.02692376975
318	0.02692119742
319	0.02692135581
320	0.02687404307
321	0.02686839888
322	0.02676080701
323	0.02675992136
324	0.02675972117
325	0.02675654682
326	0.02674946701
327	0.02674707778
328	0.02670437348
329	0.02670407386
330	0.02667451148
331	0.02667364843
332	0.0266695421
333	0.02666339053
334	0.02666296788
335	0.02662389407
336	0.02662379529
337	0.02662374539
338	0.02660684707
339	0.02660300501
340	0.02660027518
341	0.02659746621
342	0.02659737352
343	0.02659658269
344	0.02659685068
345	0.02659169929
346	0.02659153685
347	0.02659151679
348	0.02659150081
349	0.02658124651
350	0.0265808308
351	0.02657130816
352	0.02657104137
353	0.02657074308
354	0.02657046152
355	0.0265705394
356	0.02657055594
357	0.02656791128
358	0.02656510464
359	0.02656500337
360	0.02656478353
361	0.02655443336
362	0.02654936024
363	0.02654921816
364	0.0265486015
365	0.02653288368
366	0.02653286588
367	0.02652936263
368	0.02652930497
369	0.0265249044
370	0.02652337875
371	0.02652151276
372	0.02652167515
373	0.02650560034
374	0.02650548997
375	0.02650472988
376	0.02650180199
377	0.02650152117
378	0.02650113411
379	0.02649990239
380	0.02649824476
381	0.02649789199
382	0.02649805795
383	0.02649816209
384	0.02649807939
385	0.02649759527
386	0.02649683833
387	0.02649603626
388	0.02649530905
389	0.02644937059
390	0.02644664602
391	0.02644618113
392	0.02644567437
393	0.02644501504
394	0.02642970193
395	0.02636645366
396	0.02636634231
397	0.02636622538
398	0.02636112076
399	0.02636061894
400	0.02636058312
401	0.02636085767
402	0.02636056964
403	0.02636072934
404	0.02636077779
405	0.0263608587
406	0.02633198165
407	0.02633192423
408	0.02633185373
409	0.02633191142
410	0.02630763431
411	0.02630752735
412	0.02630715012
413	0.02630620955
414	0.02630612784
415	0.02630623057
416	0.02630422263
417	0.02630478559
418	0.02625976132
419	0.02625984878
420	0.02624481886
421	0.02624421031
422	0.02624365686
423	0.02624283435
424	0.02624149986
425	0.02624061971
426	0.02624061686
427	0.02624061937
428	0.02623039164
429	0.02621503078
430	0.02621429281
431	0.02621426754
432	0.02620102123
433	0.0262010524
434	0.02620082393
435	0.02619984892
436	0.02619983278
437	0.0261996837
438	0.02619967575
439	0.0261980346
440	0.02619758945
441	0.02618510192
442	0.02618509165
443	0.02615388109
444	0.02614996715
445	0.02611532233
446	0.02611361574
447	0.02611325849
448	0.02611308192
449	0.0260786353
450	0.02607856529
451	0.02607859806
452	0.02607855155
453	0.02606180942
454	0.02606066402
455	0.0260609925
456	0.02606054634
457	0.02606032279
458	0.02606041479
459	0.0260601884
460	0.02605871304
461	0.02605715622
462	0.02602201583
463	0.0260221126
464	0.02602080319
465	0.02602069995
466	0.02601924683
467	0.02601801306
468	0.02601794565
469	0.02601686
470	0.02601608091
471	0.02601605268
472	0.02601582237
473	0.02599206214
474	0.0259914762
475	0.02599141423
476	0.02599145706
477	0.02599105354
478	0.02598778633
479	0.02594157839
480	0.02594160684
481	0.02594177007
482	0.02594038639
483	0.02593980835
484	0.02585378349
485	0.02585308305
486	0.02585309706
487	0.02584729796
488	0.02584728767
489	0.02583618092
490	0.02583599515
491	0.02583388923
492	0.02583339991
493	0.02583198972
494	0.02583194677
495	0.02583144443
496	0.02582587406
497	0.0258248897
498	0.02582484562
499	0.02581915419
500	0.02581858318
501	0.02578256632
502	0.02578249201
503	0.02577072985
504	0.02576543486
505	0.02576461449
506	0.02576378542
507	0.025763438
508	0.02573442621
509	0.02573242435
510	0.02573157735
511	0.02573084488
512	0.02572808127
513	0.02572565086
514	0.0257247932
515	0.02572386785
516	0.02572144232
517	0.02571975268
518	0.02571905594
519	0.02569655611
520	0.0256965639
521	0.02569647315
522	0.02569694642
523	0.02569619847
524	0.02569601881
525	0.02569620908
526	0.02569603229
527	0.02569529917
528	0.0256954314
529	0.02569222008
530	0.02569006112
531	0.02569004978
532	0.02568719822
533	0.02568726817
534	0.02568669714
535	0.02568649112
536	0.02567350321
537	0.02565008803
538	0.0256329924
539	0.0256318196
540	0.02562875999
541	0.02561633169
542	0.02561588181
543	0.02561573125
544	0.02559844006
545	0.02559782947
546	0.02559578946
547	0.02559545654
548	0.02559522973
549	0.02559342204
550	0.02559334262
551	0.02559327667
552	0.02559243285
553	0.02559241464
554	0.02559011328
555	0.02558974122
556	0.0255895492
557	0.02558908883
558	0.02551611706
559	0.02549316618
560	0.02549199424
561	0.02549194961
562	0.02549145585
563	0.02548561026
564	0.02548559275
565	0.02548556157
566	0.02548527961
567	0.02548450943
568	0.02547423345
569	0.02547369996
570	0.02547339433
571	0.02546383281
572	0.0254635399
573	0.02546337957
574	0.0254627961
575	0.02546270319
576	0.02546264501
577	0.02546241996
578	0.02546097884
579	0.02541619423
580	0.02541059486
581	0.02540334424
582	0.02538256307
583	0.02537202267
584	0.02537161338
585	0.02537160132
586	0.02537036413
587	0.02537049337
588	0.02536937983
589	0.02536940769
590	0.02536811795
591	0.02536759653
592	0.02536741209
593	0.02536663404
594	0.02536674313
595	0.02536302688
596	0.02536306029
597	0.0253628906
598	0.02536088947
599	0.0253601813
600	0.0253601658
601	0.02535589525
602	0.02535491843
603	0.02535514191
604	0.02535493618
605	0.02535503256
606	0.02535526149
607	0.02535529321
608	0.02535359085
609	0.02535379406
610	0.02535155953
611	0.02534810621
612	0.02531968182
613	0.02531900585
614	0.02531838653
615	0.02531836144
616	0.02531766555
617	0.02531743737
618	0.02531552389
619	0.02531572707
620	0.02531429594
621	0.02531448022
622	0.02531470473
623	0.02531030998
624	0.02530935334
625	0.02530779533
626	0.0253069886
627	0.02530705834
628	0.02530701661
629	0.02530262616
630	0.02530098483
631	0.02530054886
632	0.02529764516
633	0.02529731336
634	0.02529648037
635	0.02529637467
636	0.02529635106
637	0.02529607413
638	0.02529577935
639	0.0252954004
640	0.02529539448
641	0.02529538941
642	0.02529482897
643	0.02529415011
644	0.02529299542
645	0.02529250825
646	0.02529164609
647	0.02529141567
648	0.02529119269
649	0.02529083463
650	0.02528883083
651	0.02528044016
652	0.02528047195
653	0.02527886151
654	0.02527813375
655	0.02527806597
656	0.02527807508
657	0.02526853738
658	0.02526906347
659	0.02526904037
660	0.02526890347
661	0.02526875347
662	0.02526678211
663	0.02526576533
664	0.02526578689
665	0.02526567111
666	0.02526462649
667	0.02526440706
668	0.02526437785
669	0.02526297471
670	0.02526105068
671	0.02525930043
672	0.02525921855
673	0.02525850018
674	0.02525833271
675	0.02525836045
676	0.02525828298
677	0.0252578633
678	0.02525766104
679	0.02525331594
680	0.02525321392
681	0.02525333797
682	0.02525073512
683	0.02525071333
684	0.0252507965
685	0.02525084241
686	0.02525021268
687	0.02524987536
688	0.02524481815
689	0.02521364355
690	0.02521096232
691	0.02521080206
692	0.02520935991
693	0.0252084891
694	0.02520323222
695	0.0252031679
696	0.02520309492
697	0.02520204618
698	0.02520204348
699	0.02520019266
700	0.02520012316
701	0.02520010312
702	0.02519954202
703	0.02519955115
704	0.02519956949
705	0.02515418755
706	0.02514882203
707	0.0251488834
708	0.0251489979
709	0.02514859458
710	0.02514702257
711	0.02514451725
712	0.02514441442
713	0.02511577003
714	0.02511545621
715	0.025113719
716	0.02509417432
717	0.02509417063
718	0.02509396402
719	0.02508079339
720	0.02508053577
721	0.02508044326
722	0.0250804686
723	0.02508055875
724	0.02508057814
725	0.02508049439
726	0.02508043599
727	0.02508018775
728	0.02507994044
729	0.0250725135
730	0.02507100405
731	0.02507043852
732	0.02507032829
733	0.02506579132
734	0.02506573964
735	0.02506099922
736	0.0250607304
737	0.02506060414
738	0.02506037365
739	0.02505298132
740	0.02504315054
741	0.02504293304
742	0.02501870221
743	0.02501859173
744	0.02501847985
745	0.02501730593
746	0.02501704815
747	0.02501702214
748	0.02501631422
749	0.02501604938
750	0.02501479587
751	0.0250147763
752	0.02501478053
753	0.02501454504
754	0.02501458423
755	0.02501453367
756	0.02501434216
757	0.02501431344
758	0.02501183521
759	0.02501176188
760	0.02501169101
761	0.02501163961
762	0.02501149524
763	0.02500729835
764	0.02500725334
765	0.02500727688
766	0.0250046909
767	0.02500459461
768	0.02500450814
769	0.02500447867
770	0.02500454591
771	0.02497747426
772	0.02497742638
773	0.02497678566
774	0.02497653526
775	0.02497654952
776	0.02497612822
777	0.02497563157
778	0.0249372104
779	0.02493716113
780	0.02493383788
781	0.02493382699
782	0.02489434532
783	0.02488928135
784	0.02488448053
785	0.0248844431
786	0.02488018511
787	0.02487954507
788	0.02487582681
789	0.02487253053
790	0.02487247522
791	0.02487214814
792	0.02487121316
793	0.02487123433
794	0.0248678638
795	0.02486355364
796	0.02486354622
797	0.02486354664
798	0.02486347226
799	0.02486189885
800	0.02486187153
801	0.02486182983
802	0.02486041774
803	0.02485905962
804	0.02481365218
805	0.02481366712
806	0.024813624
807	0.02481357343
808	0.02481306483
809	0.02471409153
810	0.02471169037
811	0.02470649468
812	0.02470622198
813	0.02470607947
814	0.02470575559
815	0.02470575263
816	0.02470470591
817	0.02470443769
818	0.02470443126
819	0.02470441943
820	0.02470445335
821	0.02470381594
822	0.02470359733
823	0.02469493629
824	0.02469279352
825	0.02469067854
826	0.02469072496
827	0.02469028224
828	0.02468652685
829	0.02468568905
830	0.02468563901
831	0.02468569076
832	0.0246857383
833	0.02468369925
834	0.02467109614
835	0.02466926144
836	0.0246692502
837	0.02466855954
838	0.02466860078
839	0.02466742837
840	0.02466727088
841	0.02466636956
842	0.02466640678
843	0.02466471416
844	0.02466469407
845	0.02466472106
846	0.02465985888
847	0.02465978069
848	0.02465979205
849	0.02465807778
850	0.02465486516
851	0.02465475306
852	0.02465472463
853	0.02465360251
854	0.02465285864
855	0.02465283832
856	0.02465281179
857	0.02465096748
858	0.0246509556
859	0.02465081608
860	0.02465042308
861	0.02465044626
862	0.02465044603
863	0.024634674
864	0.02461231588
865	0.02461212812
866	0.0245702166
867	0.02457020885
868	0.02456987971
869	0.02456876302
870	0.0245669592
871	0.02456693563
872	0.02455944801
873	0.0245588139
874	0.02455847501
875	0.02455671188
876	0.02455568529
877	0.02455561236
878	0.02454868491
879	0.02450514906
880	0.02450505618
881	0.02450502801
882	0.02450494746
883	0.02450466819
884	0.02450452989
885	0.02450406077
886	0.02450409397
887	0.02450275682
888	0.02448515426
889	0.02448510514
890	0.02448332087
891	0.02448305384
892	0.02448062562
893	0.02448023123
894	0.02447977687
895	0.02447916051
896	0.02447911321
897	0.0244791713
898	0.02447913191
899	0.02447904831
900	0.02447897749
901	0.02447896654
902	0.02447523947
903	0.02447466911
904	0.02447413967
905	0.02447372978
906	0.02447337558
907	0.02446922678
908	0.02446800462
909	0.02446741091
910	0.02446745684
911	0.02446741246
912	0.02446267226
913	0.02446265514
914	0.02446264061
915	0.02446116422
916	0.02445813561
917	0.02445811677
918	0.02445817301
919	0.02445809599
920	0.02445777396
921	0.02445752124
922	0.02445748567
923	0.02445745781
924	0.02445709886
925	0.02445681576
926	0.02445654976
927	0.02445636031
928	0.02445610568
929	0.02445600595
930	0.02445597845
931	0.02445526508
932	0.02445521461
933	0.024455194
934	0.02445460559
935	0.02445453032
936	0.02445435466
937	0.02444989085
938	0.02444986215
939	0.0244497925
940	0.02444957558
941	0.02444545683
942	0.02444544482
943	0.02444543783
944	0.02444542008
945	0.02444463541
946	0.02444445769
947	0.02444453469
948	0.0244443237
949	0.02444449107
950	0.02444411644
951	0.02444405444
952	0.02444404118
953	0.02444406867
954	0.02444329619
955	0.02443192377
956	0.02443194657
957	0.02443054288
958	0.02443057533
959	0.02443057991
960	0.02443051119
961	0.02443052659
962	0.0244302725
963	0.02443026093
964	0.02442926286
965	0.02442815371
966	0.02442812406
967	0.02442794551
968	0.02442791797
969	0.02442790302
970	0.02441733027
971	0.02435707831
972	0.02435706219
973	0.02435705072
974	0.02435671409
975	0.02435671045
976	0.02435649823
977	0.02435633653
978	0.02435606506
979	0.02435606887
980	0.02435597985
981	0.02435315836
982	0.02434427604
983	0.0243440558
984	0.02434447988
985	0.02434327713
986	0.02434274727
987	0.0243428078
988	0.02433953884
989	0.02433940659
990	0.02433939806
991	0.0243394486
992	0.02433945019
993	0.0243392417
994	0.0243392351
995	0.02433927779
996	0.02433922304
997	0.02433887963
998	0.02433887994
999	0.0243334931
