iter	RMSE
177	1664.262864
178	1663.675622
179	1662.07794
180	1660.481718
181	1659.037027
182	1658.063222
183	1657.263169
184	1656.303346
185	1655.50979
186	1654.833746
187	1653.623721
188	1652.972074
189	1652.65219
190	1652.084832
191	1650.909092
192	1650.082739
193	1649.535893
194	1649.144753
195	1648.274638
196	1647.498365
197	1647.250426
198	1646.680109
199	1645.859821
200	1644.376718
201	1643.91561
202	1642.257046
203	1641.421322
204	1640.524075
205	1639.964101
206	1639.3501
207	1637.991384
208	1637.179563
209	1636.785809
210	1636.356048
211	1635.600325
212	1634.917755
213	1634.343847
214	1633.333418
215	1632.536427
216	1632.12139
217	1631.242419
218	1630.867089
219	1630.443628
220	1629.221174
221	1628.751145
222	1627.102753
223	1626.444484
224	1625.82967
225	1625.487237
226	1624.441555
227	1623.874702
228	1623.396545
229	1623.181769
230	1622.903942
231	1622.246589
232	1621.776635
233	1621.026863
234	1620.671768
235	1619.114902
236	1618.547831
237	1617.424521
238	1616.590366
239	1615.807655
240	1615.079027
241	1614.442617
242	1613.815953
243	1613.334303
244	1612.993434
245	1612.645417
246	1612.339065
247	1611.81973
248	1611.425221
249	1611.057177
250	1610.878654
251	1610.089087
252	1609.46343
253	1609.080311
254	1608.695644
255	1607.670085
256	1607.179281
257	1606.833482
258	1605.858401
259	1604.954023
260	1604.769433
261	1604.109513
262	1603.662083
263	1602.890639
264	1602.439154
265	1602.331485
266	1602.020778
267	1601.393678
268	1600.794954
269	1600.137679
270	1599.493972
271	1598.417457
272	1597.968379
273	1597.165974
274	1596.739729
275	1596.159959
276	1595.579151
277	1594.674266
278	1594.110569
279	1593.38205
280	1593.088817
281	1592.741903
282	1592.341818
283	1592.11962
284	1591.654923
285	1591.006101
286	1590.496437
287	1589.846939
288	1589.709388
289	1589.21253
290	1588.578732
291	1588.226736
292	1587.652273
293	1586.996959
294	1586.190896
295	1585.66716
296	1585.10068
297	1584.818053
298	1584.611749
299	1584.134444
300	1583.847924
301	1583.334352
302	1582.905235
303	1582.196699
304	1581.539323
305	1580.679929
306	1579.87382
307	1579.5835
308	1578.972741
309	1578.683392
310	1578.242877
311	1577.371737
312	1576.696827
313	1576.539638
314	1575.643821
315	1575.247209
316	1574.538565
317	1574.108992
318	1573.555617
319	1573.12506
320	1572.58288
321	1572.146449
322	1571.451101
323	1571.09437
324	1570.683663
325	1570.477714
326	1570.198069
327	1569.612991
328	1568.937074
329	1568.589624
330	1568.099068
331	1567.824692
332	1567.603074
333	1566.534501
334	1565.994177
335	1565.609407
336	1565.357221
337	1565.088621
338	1564.840773
339	1564.300823
340	1563.862006
341	1563.60896
342	1562.829639
343	1562.646435
344	1562.066551
345	1561.574288
346	1561.213691
347	1560.578802
348	1560.273159
349	1560.163832
350	1559.534813
351	1559.003601
352	1558.466459
353	1558.354004
354	1557.861
355	1557.413007
356	1557.127257
357	1556.607569
358	1555.860124
359	1554.941088
360	1554.493521
361	1554.347997
362	1554.048283
363	1553.577115
364	1553.502742
365	1553.096863
366	1552.440633
367	1551.977861
368	1551.656925
369	1551.324046
370	1550.939636
371	1550.302482
372	1549.779501
373	1549.368199
374	1549.045559
375	1548.651844
376	1548.565711
377	1548.066909
378	1547.528699
379	1547.308046
380	1546.932496
381	1546.707253
382	1546.405731
383	1546.322232
384	1545.742627
385	1545.582724
386	1545.223724
387	1544.851483
388	1544.556455
389	1544.454812
390	1544.010499
391	1543.835508
392	1543.619836
393	1543.457858
394	1543.111214
395	1542.773171
396	1542.552059
397	1542.059314
398	1541.6923
399	1541.339161
400	1540.713689
401	1540.071029
402	1539.897863
403	1539.14721
404	1538.896467
405	1538.577427
406	1538.03986
407	1537.673612
408	1537.326995
409	1537.182314
410	1536.428651
411	1536.173036
412	1535.446208
413	1535.053097
414	1534.44328
415	1533.967456
416	1533.081536
417	1532.464884
418	1532.066575
419	1531.416251
420	1530.933357
421	1530.401388
422	1530.276569
423	1529.935696
424	1529.392772
425	1529.119441
426	1528.564827
427	1527.997319
428	1527.845944
429	1527.397816
430	1527.11414
431	1526.874395
432	1526.657708
433	1526.195123
434	1525.351903
435	1524.897796
436	1524.465594
437	1524.302516
438	1523.953595
439	1523.199413
440	1522.653989
441	1522.380951
442	1522.119995
443	1521.642879
444	1521.112292
445	1520.589466
446	1520.105956
447	1519.732083
448	1519.400352
449	1518.527145
450	1518.202442
451	1517.461571
452	1517.249917
453	1516.90213
454	1516.769823
455	1516.515184
456	1515.990186
457	1515.843291
458	1515.278967
459	1515.045796
460	1514.874278
461	1514.65189
462	1514.501737
463	1514.261723
464	1514.102947
465	1513.47048
466	1513.062276
467	1512.665814
468	1512.480914
469	1512.28963
470	1511.854329
471	1511.708702
472	1511.23036
473	1511.117111
474	1510.822611
475	1510.337242
476	1509.968139
477	1509.654431
478	1509.344874
479	1508.945035
480	1508.486355
481	1508.213047
482	1507.873393
483	1507.321996
484	1507.020366
485	1506.626933
486	1505.901009
487	1505.674349
488	1504.981968
489	1504.624699
490	1504.268766
491	1503.633119
492	1503.410614
493	1503.161729
494	1502.905933
495	1502.695684
496	1502.271851
497	1501.62542
498	1501.500621
499	1501.112652
500	1500.670821
501	1499.79983
502	1499.644551
503	1499.261135
504	1499.091854
505	1498.945014
506	1498.46858
507	1498.10701
508	1497.909483
509	1497.308143
510	1496.966403
511	1496.736077
512	1496.628085
513	1495.939059
514	1495.481927
515	1495.347313
516	1495.257446
517	1494.773132
518	1494.223154
519	1493.931742
520	1493.528022
521	1493.11349
522	1492.730375
523	1492.575657
524	1492.10674
525	1491.976225
526	1491.740037
527	1491.280116
528	1490.878452
529	1490.675981
530	1490.349057
531	1490.124189
532	1489.46261
533	1488.915533
534	1488.372018
535	1487.951649
536	1487.806335
537	1487.547647
538	1487.095566
539	1486.775529
540	1486.36843
541	1486.080649
542	1485.951695
543	1485.721041
544	1485.506882
545	1485.387511
546	1485.176959
547	1484.777531
548	1484.502263
549	1484.413086
550	1484.197339
551	1483.886095
552	1483.439547
553	1483.172809
554	1482.8295
555	1482.366233
556	1482.067196
557	1481.63634
558	1481.517083
559	1481.395491
560	1481.190498
561	1480.93685
562	1480.782481
563	1480.585762
564	1480.38641
565	1480.23993
566	1479.857665
567	1479.209093
568	1478.875623
569	1478.492917
570	1478.026677
571	1477.814515
572	1477.677666
573	1477.37041
574	1477.199339
575	1476.741525
576	1476.652099
577	1476.512458
578	1476.201457
579	1475.813409
580	1475.304958
581	1474.87915
582	1474.718658
583	1474.234531
584	1473.921494
585	1473.815953
586	1473.248117
587	1472.898577
588	1472.687253
589	1472.471971
590	1472.283813
591	1471.72386
592	1471.53479
593	1471.25075
594	1470.983687
595	1470.792928
596	1470.549539
597	1470.293063
598	1469.926695
599	1469.629886
600	1469.371589
601	1469.101487
602	1468.830795
603	1468.395138
604	1468.284302
605	1467.851006
606	1467.302159
607	1467.078268
608	1466.930329
609	1466.747762
610	1466.242862
611	1466.031068
612	1465.513232
613	1465.185847
614	1465.076535
615	1464.704637
616	1464.523889
617	1464.055456
618	1463.181136
619	1463.038365
620	1462.762664
621	1462.640654
622	1462.107083
623	1462.028536
624	1461.513103
625	1461.208237
626	1461.007209
627	1460.769461
628	1460.455323
629	1460.162112
630	1460.014085
631	1459.647539
632	1459.515856
633	1459.113983
634	1458.881677
635	1458.487039
636	1457.943624
637	1457.682854
638	1457.230001
639	1456.965977
640	1456.677915
641	1456.456904
642	1456.102139
643	1455.843606
644	1455.533285
645	1455.296867
646	1454.962291
647	1454.830589
648	1454.424872
649	1454.263178
650	1454.176633
651	1453.837993
652	1453.682309
653	1453.631887
654	1453.38442
655	1453.158291
656	1453.059742
657	1452.827639
658	1452.625346
659	1452.303285
660	1451.797972
661	1451.31902
662	1451.181353
663	1450.878755
664	1450.674203
665	1450.204718
666	1450.004071
667	1449.790484
668	1449.404561
669	1449.022524
670	1448.875433
671	1448.75666
672	1448.310126
673	1447.990394
674	1447.635298
675	1447.290545
676	1447.051688
677	1446.851737
678	1446.739559
679	1446.617128
680	1446.344399
681	1446.036093
682	1445.837283
683	1445.776454
684	1445.543217
685	1445.125994
686	1444.902639
687	1444.578388
688	1443.995086
689	1443.838524
690	1443.432682
691	1443.010224
692	1442.831362
693	1442.54914
694	1441.900614
695	1441.747069
696	1441.50722
697	1440.964454
698	1440.6842
699	1440.161195
700	1439.779081
701	1439.519642
702	1439.111383
703	1438.714944
704	1438.636696
705	1438.601208
706	1438.415821
707	1438.279059
708	1438.000921
709	1437.754474
710	1437.515267
711	1437.105586
712	1436.566889
713	1436.238891
714	1435.920824
715	1435.802736
716	1435.568715
717	1435.355538
718	1434.916288
719	1434.591713
720	1434.193618
721	1434.00641
722	1433.625395
723	1433.013984
724	1432.706459
725	1432.559982
726	1432.440615
727	1432.228684
728	1432.085592
729	1431.792591
730	1431.428801
731	1430.969205
732	1430.717761
733	1430.538267
734	1430.240288
735	1429.991998
736	1429.82988
737	1429.654619
738	1429.385667
739	1429.240999
740	1429.007329
741	1428.783707
742	1428.705752
743	1428.527507
744	1428.25331
745	1427.945446
746	1427.805866
747	1427.455163
748	1427.323489
749	1427.189294
750	1426.877287
751	1426.707417
752	1426.557715
753	1426.369925
754	1426.251769
755	1426.029869
756	1425.434741
757	1425.200515
758	1425.109032
759	1424.843078
760	1424.695356
761	1424.5185
762	1424.192124
763	1423.82685
764	1423.444651
765	1423.280408
766	1422.802924
767	1422.454375
768	1422.091534
769	1421.857141
770	1421.603585
771	1421.494882
772	1421.394664
773	1421.206604
774	1420.982114
775	1420.808987
776	1420.637624
777	1420.400138
778	1420.327139
779	1419.817642
780	1419.515927
781	1419.244891
782	1418.820065
783	1418.723329
784	1418.461133
785	1418.072011
786	1417.756553
787	1417.515492
788	1417.244465
789	1416.898638
790	1416.771153
791	1416.721345
792	1416.338776
793	1416.078452
794	1415.997342
795	1415.774093
796	1415.42514
797	1415.313566
798	1415.162769
799	1415.012613
800	1414.593185
801	1414.288441
802	1414.090329
803	1413.660843
804	1413.276272
805	1413.014971
806	1412.789993
807	1412.512755
808	1412.245893
809	1412.04991
810	1411.849067
811	1411.438552
812	1411.210295
813	1410.950782
814	1410.759686
815	1410.463927
816	1410.161574
817	1410.082465
818	1409.629207
819	1409.213923
820	1409.029312
821	1408.772516
822	1408.500817
823	1408.29757
824	1407.890184
825	1407.535163
826	1407.323171
827	1407.116536
828	1407.004077
829	1406.746508
830	1406.477076
831	1406.14058
832	1405.786629
833	1405.41724
834	1405.188244
835	1404.928939
836	1404.733081
837	1404.514589
838	1404.417474
839	1404.042135
840	1403.812445
841	1403.604497
842	1403.413411
843	1403.142966
844	1402.986648
845	1402.693091
846	1402.549658
847	1402.265249
848	1401.925407
849	1401.819889
850	1401.802116
851	1401.63406
852	1401.531868
853	1401.385087
854	1401.222589
855	1401.062342
856	1400.739334
857	1400.580931
858	1400.491646
859	1400.196469
860	1399.791261
861	1399.602573
862	1399.164386
863	1398.947744
864	1398.781542
865	1398.4921
866	1398.186656
867	1398.103304
868	1397.830201
869	1397.657575
870	1397.427501
871	1397.295533
872	1396.850525
873	1396.708714
874	1396.595856
875	1396.406459
876	1396.314794
877	1396.04234
878	1395.946317
879	1395.728068
880	1395.544711
881	1395.394676
882	1395.278004
883	1394.973829
884	1394.925262
885	1394.703419
886	1394.429832
887	1394.217665
888	1393.981179
889	1393.859524
890	1393.613994
891	1393.48889
892	1393.293536
893	1393.075734
894	1393.027147
895	1392.868311
896	1392.799513
897	1392.499768
898	1392.46853
899	1392.299952
900	1392.166477
901	1392.102653
902	1391.796552
903	1391.478881
904	1391.075606
905	1390.948014
906	1390.677137
907	1390.228814
908	1390.125104
909	1390.052514
910	1389.844843
911	1389.591075
912	1389.457252
913	1389.364379
914	1389.189613
915	1389.120476
916	1388.869563
917	1388.455795
918	1388.320209
919	1388.099014
920	1387.880707
921	1387.651794
922	1387.467148
923	1387.162983
924	1386.913099
925	1386.737374
926	1386.53705
927	1386.452792
928	1386.406541
929	1386.10357
930	1385.994955
931	1385.753028
932	1385.590419
933	1385.270824
934	1385.125128
935	1385.005185
936	1384.840997
937	1384.517321
938	1384.419992
939	1384.156144
940	1383.976658
941	1383.802263
942	1383.502437
943	1382.985321
944	1382.594135
945	1382.307575
946	1382.281369
947	1381.971623
948	1381.811132
949	1381.49045
950	1381.423929
951	1381.229991
952	1381.049725
953	1380.858601
954	1380.676886
955	1380.50957
956	1380.394504
957	1380.108143
958	1380.001111
959	1379.865887
960	1379.697511
961	1379.351071
962	1378.998385
963	1378.696598
964	1378.625454
965	1378.374938
966	1378.055635
967	1377.785018
968	1377.568394
969	1377.333161
970	1377.09371
971	1377.033239
972	1376.868747
973	1376.762559
974	1376.690181
975	1376.462784
976	1375.983307
977	1375.858426
978	1375.717994
979	1375.610377
980	1375.411698
981	1375.095177
982	1374.818307
983	1374.643673
984	1374.408083
985	1374.067904
986	1373.784124
987	1373.477447
988	1373.348881
989	1373.182293
990	1373.095243
991	1372.920085
992	1372.736659
993	1372.539198
994	1372.421341
995	1372.197734
996	1372.119714
997	1372.023698
998	1371.934156
999	1371.84947
