iter	RMSE
194	18.76926994
195	18.74993244
196	18.71561531
197	18.69137363
198	18.68343298
199	18.65702868
200	18.63577517
201	18.63443771
202	18.60766469
203	18.59890054
204	18.58302668
205	18.55701388
206	18.52733615
207	18.50305975
208	18.48491007
209	18.45441645
210	18.44252008
211	18.43530551
212	18.41433586
213	18.37877991
214	18.35497135
215	18.33703
216	18.31846594
217	18.30662006
218	18.28789253
219	18.25902787
220	18.24341398
221	18.21518421
222	18.18564301
223	18.18042656
224	18.17453263
225	18.15424679
226	18.13191688
227	18.11337819
228	18.11085509
229	18.09505726
230	18.08915242
231	18.07266268
232	18.0537213
233	18.01610817
234	17.99740076
235	17.98544943
236	17.98073005
237	17.96342274
238	17.95514829
239	17.94432487
240	17.92899407
241	17.92773193
242	17.90649135
243	17.9009396
244	17.88238094
245	17.85320359
246	17.83351154
247	17.81508242
248	17.78777756
249	17.76862071
250	17.75869343
251	17.74655789
252	17.72899146
253	17.72489855
254	17.71921083
255	17.70142525
256	17.68666245
257	17.66832245
258	17.63782196
259	17.62868761
260	17.60718092
261	17.58583553
262	17.58102542
263	17.56131449
264	17.53776915
265	17.53027428
266	17.50879473
267	17.49794001
268	17.48083906
269	17.45807895
270	17.44756802
271	17.43750787
272	17.43387744
273	17.42338242
274	17.42187272
275	17.40882677
276	17.3877371
277	17.37670292
278	17.35609168
279	17.34076439
280	17.33048198
281	17.31543491
282	17.30176802
283	17.28489284
284	17.27133808
285	17.25301979
286	17.24384899
287	17.24058882
288	17.22893728
289	17.22607041
290	17.22228056
291	17.22120796
292	17.20643272
293	17.19678713
294	17.1777234
295	17.16462372
296	17.15275581
297	17.15174713
298	17.15075873
299	17.13727613
300	17.13627499
301	17.11751148
302	17.10371971
303	17.0852677
304	17.06207397
305	17.05917815
306	17.05838944
307	17.04129176
308	17.0259989
309	17.00296881
310	16.99355906
311	16.97766428
312	16.95825497
313	16.95330762
314	16.94006159
315	16.91430754
316	16.90852818
317	16.89493748
318	16.89309254
319	16.8792031
320	16.87832134
321	16.87371325
322	16.85104026
323	16.84556643
324	16.82970014
325	16.81568222
326	16.79996988
327	16.77465134
328	16.75684583
329	16.73516214
330	16.71469277
331	16.69814576
332	16.68894531
333	16.67443274
334	16.64819893
335	16.63533444
336	16.63449408
337	16.62402732
338	16.60301459
339	16.5959005
340	16.57769816
341	16.55992115
342	16.53565767
343	16.52926878
344	16.52830016
345	16.51154518
346	16.49615979
347	16.49206592
348	16.47875312
349	16.4606303
350	16.45110412
351	16.43890286
352	16.42741801
353	16.4068859
354	16.40203273
355	16.39544791
356	16.38147193
357	16.36181362
358	16.34675643
359	16.33393094
360	16.33166527
361	16.31699578
362	16.30621212
363	16.2906794
364	16.28679234
365	16.27232261
366	16.26875496
367	16.25304105
368	16.25228192
369	16.22643672
370	16.22401936
371	16.21615766
372	16.2031218
373	16.19297124
374	16.17758266
375	16.1729164
376	16.15481703
377	16.14263532
378	16.12957929
379	16.10808475
380	16.08942876
381	16.07653481
382	16.06180573
383	16.04842388
384	16.03805905
385	16.0366876
386	16.0200158
387	16.00790128
388	15.99135159
389	15.97440442
390	15.97241374
391	15.9637757
392	15.95137012
393	15.94155769
394	15.93062259
395	15.92059211
396	15.90036548
397	15.88186809
398	15.86603815
399	15.86362016
400	15.83870921
401	15.82923636
402	15.82534648
403	15.81216945
404	15.80345896
405	15.7851278
406	15.78362013
407	15.77439277
408	15.76848873
409	15.75662936
410	15.74551605
411	15.73249463
412	15.7110154
413	15.70030787
414	15.68569309
415	15.66585077
416	15.6634913
417	15.65178804
418	15.6378345
419	15.63463147
420	15.63222502
421	15.62080745
422	15.60687666
423	15.59890632
424	15.59482651
425	15.57668439
426	15.56243329
427	15.56176178
428	15.54618851
429	15.53390098
430	15.51788319
431	15.51634776
432	15.50522883
433	15.50153271
434	15.49747341
435	15.4862118
436	15.4829931
437	15.47289767
438	15.46020076
439	15.44013327
440	15.43485229
441	15.4195839
442	15.41456621
443	15.40688376
444	15.40510308
445	15.39496886
446	15.38422736
447	15.37435081
448	15.36501394
449	15.3547661
450	15.34269441
451	15.34122761
452	15.32605923
453	15.31303735
454	15.31188192
455	15.30098944
456	15.28240175
457	15.26307651
458	15.25344879
459	15.24422121
460	15.22911939
461	15.22499119
462	15.21574619
463	15.19783434
464	15.17724866
465	15.17325337
466	15.16013413
467	15.14694748
468	15.13369086
469	15.12821912
470	15.11930399
471	15.10115827
472	15.09281651
473	15.08041316
474	15.06489135
475	15.05107038
476	15.03676411
477	15.02711487
478	15.02598785
479	15.0079617
480	14.99993177
481	14.97929381
482	14.97798545
483	14.96326896
484	14.94925917
485	14.94150173
486	14.92910266
487	14.91306969
488	14.91159257
489	14.89726268
490	14.8841675
491	14.86711357
492	14.85537418
493	14.84796549
494	14.82883812
495	14.8187588
496	14.81699031
497	14.80682869
498	14.79621149
499	14.7865739
500	14.77496179
501	14.76165416
502	14.74994199
503	14.73261386
504	14.7151119
505	14.70894163
506	14.70502184
507	14.69673231
508	14.69267116
509	14.67639192
510	14.66119273
511	14.64813058
512	14.63325918
513	14.62694146
514	14.61492765
515	14.60070306
516	14.59942828
517	14.58374367
518	14.58269828
519	14.57859462
520	14.56995804
521	14.55487937
522	14.55393736
523	14.53855922
524	14.5329942
525	14.51850695
526	14.50426448
527	14.49493643
528	14.47922001
529	14.47564743
530	14.4636161
531	14.45485307
532	14.44454609
533	14.42980164
534	14.41089976
535	14.39338545
536	14.37579679
537	14.37470054
538	14.36900318
539	14.36290256
540	14.34989443
541	14.33522671
542	14.32859495
543	14.31865687
544	14.30195463
545	14.29078155
546	14.28803995
547	14.28225412
548	14.27193494
549	14.25591345
550	14.24635167
551	14.23854933
552	14.22577937
553	14.21652073
554	14.21556928
555	14.2076028
556	14.1933081
557	14.18193412
558	14.16642384
559	14.15143444
560	14.14212008
561	14.12624569
562	14.11369712
563	14.10221324
564	14.0933736
565	14.09181909
566	14.09111907
567	14.08988799
568	14.07132713
569	14.05469495
570	14.04840779
571	14.03578145
572	14.03365388
573	14.02347152
574	14.01423761
575	14.00336612
576	13.99069751
577	13.98364539
578	13.98306921
579	13.97563173
580	13.95310108
581	13.94323836
582	13.93644589
583	13.92269791
584	13.91710448
585	13.90621489
586	13.89489979
587	13.89294725
588	13.89121972
589	13.88432605
590	13.8755727
591	13.86779092
592	13.85284173
593	13.84807995
594	13.84257653
595	13.82610921
596	13.81074689
597	13.80944324
598	13.80879097
599	13.80247683
600	13.79462899
601	13.78933544
602	13.78331065
603	13.77719835
604	13.76774523
605	13.76511614
606	13.76381244
607	13.75296517
608	13.75201912
609	13.73915793
610	13.72267756
611	13.71936766
612	13.71054293
613	13.6995667
614	13.68856695
615	13.68742112
616	13.67777595
617	13.6643134
618	13.64690383
619	13.63935986
620	13.62844559
621	13.62188634
622	13.61628436
623	13.60648509
624	13.60583314
625	13.6044945
626	13.59653876
627	13.58215115
628	13.5770421
629	13.57640693
630	13.56403564
631	13.55352618
632	13.54265558
633	13.54145785
634	13.52610973
635	13.51688129
636	13.49778248
637	13.48669521
638	13.47626951
639	13.46828542
640	13.45930704
641	13.44446502
642	13.42820277
643	13.41323853
644	13.40794948
645	13.39747296
646	13.3859499
647	13.37432462
648	13.35946209
649	13.35082567
650	13.34664704
651	13.33900856
652	13.33231188
653	13.32584849
654	13.3157164
655	13.30426502
656	13.30364493
657	13.303039
658	13.29066054
659	13.28669981
660	13.27767815
661	13.26274315
662	13.25536446
663	13.25038693
664	13.24533617
665	13.23812956
666	13.2370502
667	13.22593416
668	13.21160542
669	13.20831178
670	13.19410351
671	13.1928874
672	13.1722626
673	13.17162707
674	13.17104402
675	13.16605107
676	13.15715925
677	13.14874457
678	13.14442416
679	13.13284543
680	13.11810945
681	13.11711363
682	13.112882
683	13.1085954
684	13.09835848
685	13.08494974
686	13.07578867
687	13.07047069
688	13.05616102
689	13.04684476
690	13.03852855
691	13.02776933
692	13.02598969
693	13.02545713
694	13.00672142
695	12.99881025
696	12.9975118
697	12.98966766
698	12.98906225
699	12.9841451
700	12.97248498
701	12.96358196
702	12.96300384
703	12.96206715
704	12.9508101
705	12.94172988
706	12.94067577
707	12.93496732
708	12.93210314
709	12.91891028
710	12.91534855
711	12.90295481
712	12.88691711
713	12.87602412
714	12.86767153
715	12.86091384
716	12.84743792
717	12.8387092
718	12.8282617
719	12.81909447
720	12.81610722
721	12.81519248
722	12.80518813
723	12.79942296
724	12.79267209
725	12.78452731
726	12.78346602
727	12.76450525
728	12.75966482
729	12.74927526
730	12.74825356
731	12.74776143
732	12.73116026
733	12.71806136
734	12.71742178
735	12.70419375
736	12.69458073
737	12.6779257
738	12.67401588
739	12.66769106
740	12.66244318
741	12.65280183
742	12.64620355
743	12.63975504
744	12.63919481
745	12.63319105
746	12.61855409
747	12.61100878
748	12.61001287
749	12.59767298
750	12.5804833
751	12.57164329
752	12.56302856
753	12.56244426
754	12.55526306
755	12.55065936
756	12.53907167
757	12.52932378
758	12.52031535
759	12.51953674
760	12.51417169
761	12.50775654
762	12.49221913
763	12.48871751
764	12.48779846
765	12.48709796
766	12.47990396
767	12.46828518
768	12.44925486
769	12.44135389
770	12.44084821
771	12.4345578
772	12.42543118
773	12.41245508
774	12.40283705
775	12.402296
776	12.39461752
777	12.39304386
778	12.39010794
779	12.38270013
780	12.37263919
781	12.36347423
782	12.35061037
783	12.33830694
784	12.32796808
785	12.31143344
786	12.2994983
787	12.28521763
788	12.27022392
789	12.265922
790	12.25573319
791	12.23918349
792	12.23582626
793	12.21994969
794	12.21904935
795	12.20979978
796	12.20007199
797	12.19531562
798	12.19446349
799	12.18555459
800	12.17800773
801	12.16292459
802	12.16088122
803	12.14929536
804	12.14828886
805	12.14376635
806	12.13971759
807	12.13772974
808	12.12881027
809	12.11268776
810	12.10271483
811	12.09634347
812	12.08363614
813	12.07446966
814	12.06837097
815	12.06249181
816	12.06175638
817	12.05404533
818	12.05253527
819	12.04937099
820	12.03794952
821	12.02327956
822	12.01909423
823	12.01541
824	12.00577592
825	11.99559766
826	11.984257
827	11.97318238
828	11.95887907
829	11.95772926
830	11.95694932
831	11.95609292
832	11.9421981
833	11.93066469
834	11.91857344
835	11.91576128
836	11.90379251
837	11.89566233
838	11.88425721
839	11.87857821
840	11.8772196
841	11.86955348
842	11.86404115
843	11.86164066
844	11.85204493
845	11.85039977
846	11.83640344
847	11.82584358
848	11.8167789
849	11.8160248
850	11.81222108
851	11.80405912
852	11.79492683
853	11.78417571
854	11.77633552
855	11.76774682
856	11.76318854
857	11.75297192
858	11.74705468
859	11.73595123
860	11.72765714
861	11.71695685
862	11.70907471
863	11.69807838
864	11.69359295
865	11.68658357
866	11.6734239
867	11.66664419
868	11.66462181
869	11.6628904
870	11.65832406
871	11.65569287
872	11.65010392
873	11.64761019
874	11.63389978
875	11.62319413
876	11.6184974
877	11.60759814
878	11.60083173
879	11.60009386
880	11.59757659
881	11.59204153
882	11.58201984
883	11.57173822
884	11.5572112
885	11.54853175
886	11.54427982
887	11.53440771
888	11.52469818
889	11.52359787
890	11.52312065
891	11.51870561
892	11.50653944
893	11.49999651
894	11.49136188
895	11.48038828
896	11.47568711
897	11.47396071
898	11.46285562
899	11.46122637
900	11.45067101
901	11.43898598
902	11.43081834
903	11.41921709
904	11.40651762
905	11.40478076
906	11.40431665
907	11.40046245
908	11.39854026
909	11.39282104
910	11.38074161
911	11.38000449
912	11.37691119
913	11.36689654
914	11.36051318
915	11.35195363
916	11.35091364
917	11.33785815
918	11.33086027
919	11.32310201
920	11.31338814
921	11.30047326
922	11.2950581
923	11.293965
924	11.29336243
925	11.28497
926	11.28314271
927	11.28227034
928	11.28089882
929	11.26755142
930	11.26713396
931	11.26421572
932	11.25363704
933	11.24267612
934	11.23677602
935	11.22720165
936	11.2219936
937	11.21250327
938	11.20357989
939	11.19545691
940	11.18532915
941	11.18017955
942	11.17054727
943	11.16597148
944	11.16472595
945	11.15422493
946	11.14774657
947	11.14075745
948	11.13374883
949	11.13247157
950	11.1250915
951	11.12069304
952	11.11598332
953	11.11538308
954	11.10487327
955	11.09820795
956	11.0906725
957	11.08974481
958	11.0873435
959	11.08225871
960	11.07943259
961	11.07551351
962	11.07506894
963	11.06671682
964	11.06628025
965	11.06313853
966	11.05746528
967	11.04508251
968	11.03881659
969	11.03118982
970	11.02557841
971	11.02473451
972	11.01809116
973	11.00511589
974	10.99566461
975	10.98724157
976	10.9844003
977	10.98169981
978	10.9722989
979	10.96069659
980	10.94959464
981	10.93711499
982	10.93585979
983	10.92231394
984	10.92149935
985	10.91222381
986	10.90461684
987	10.90015975
988	10.88924269
989	10.88815066
990	10.87768755
991	10.86767057
992	10.85423646
993	10.84984039
994	10.8494123
995	10.83987156
996	10.83378998
997	10.83152645
998	10.83071107
999	10.8254745
