iter	Passed	Remaining
247	3928	11911
248	3942	11891
249	3957	11871
250	3971	11849
251	3985	11829
252	3999	11808
253	4014	11790
254	4028	11769
255	4044	11754
256	4058	11732
257	4071	11708
258	4085	11689
259	4098	11664
260	4111	11641
261	4124	11616
262	4137	11595
263	4151	11574
264	4165	11553
265	4181	11539
266	4194	11516
267	4208	11495
268	4224	11478
269	4237	11458
270	4251	11437
271	4265	11415
272	4278	11393
273	4291	11371
274	4304	11349
275	4318	11327
276	4330	11304
277	4344	11282
278	4357	11260
279	4370	11238
280	4385	11221
281	4401	11205
282	4415	11186
283	4434	11179
284	4448	11160
285	4462	11140
286	4476	11120
287	4489	11098
288	4502	11077
289	4516	11057
290	4529	11037
291	4543	11016
292	4555	10993
293	4570	10974
294	4584	10956
295	4598	10937
296	4613	10919
297	4627	10902
298	4641	10882
299	4656	10864
300	4670	10846
301	4684	10826
302	4697	10806
303	4711	10786
304	4725	10767
305	4739	10749
306	4755	10734
307	4769	10715
308	4784	10699
309	4798	10680
310	4813	10664
311	4826	10643
312	4839	10621
313	4852	10600
314	4864	10578
315	4878	10560
316	4891	10538
317	4905	10519
318	4918	10500
319	4930	10477
320	4942	10455
321	4955	10433
322	4967	10412
323	4980	10391
324	4994	10372
325	5007	10353
326	5020	10333
327	5034	10314
328	5047	10293
329	5059	10273
330	5072	10251
331	5086	10233
332	5098	10212
333	5111	10191
334	5123	10170
335	5135	10149
336	5148	10127
337	5160	10106
338	5173	10087
339	5185	10066
340	5199	10047
341	5211	10026
342	5224	10007
343	5237	9986
344	5251	9971
345	5265	9951
346	5277	9932
347	5291	9913
348	5304	9894
349	5316	9873
350	5329	9853
351	5341	9834
352	5355	9816
353	5368	9796
354	5381	9777
355	5393	9756
356	5407	9739
357	5419	9719
358	5433	9701
359	5446	9682
360	5459	9664
361	5472	9644
362	5485	9625
363	5497	9605
364	5509	9585
365	5521	9565
366	5534	9545
367	5547	9526
368	5559	9507
369	5573	9490
370	5586	9471
371	5599	9452
372	5612	9434
373	5625	9416
374	5638	9397
375	5651	9379
376	5663	9359
377	5677	9341
378	5690	9324
379	5703	9305
380	5716	9286
381	5728	9267
382	5744	9254
383	5758	9237
384	5771	9219
385	5784	9201
386	5796	9181
387	5809	9163
388	5825	9149
389	5839	9132
390	5853	9117
391	5866	9098
392	5882	9085
393	5895	9067
394	5910	9052
395	5926	9039
396	5941	9024
397	5956	9009
398	5973	8997
399	5987	8981
400	6003	8967
401	6017	8952
402	6034	8939
403	6051	8927
404	6065	8911
405	6080	8895
406	6095	8880
407	6111	8867
408	6126	8852
409	6140	8836
410	6156	8823
411	6171	8807
412	6185	8791
413	6200	8775
414	6216	8762
415	6231	8748
416	6246	8732
417	6263	8720
418	6279	8707
419	6297	8695
420	6313	8683
421	6328	8667
422	6344	8654
423	6360	8640
424	6375	8625
425	6390	8610
426	6404	8594
427	6429	8592
428	6442	8575
429	6458	8560
430	6474	8547
431	6490	8534
432	6505	8518
433	6521	8505
434	6537	8491
435	6552	8475
436	6566	8460
437	6580	8443
438	6596	8429
439	6612	8415
440	6626	8399
441	6642	8385
442	6659	8373
443	6673	8357
444	6688	8342
445	6702	8325
446	6718	8311
447	6731	8294
448	6744	8276
449	6758	8260
450	6771	8242
451	6783	8224
452	6796	8206
453	6809	8189
454	6822	8171
455	6834	8153
456	6847	8136
457	6861	8119
458	6875	8103
459	6887	8085
460	6901	8068
461	6917	8054
462	6930	8037
463	6943	8021
464	6956	8003
465	6968	7985
466	6980	7967
467	6993	7949
468	7007	7934
469	7021	7917
470	7034	7900
471	7047	7883
472	7060	7866
473	7074	7850
474	7087	7833
475	7099	7815
476	7112	7798
477	7125	7781
478	7141	7767
479	7154	7750
480	7167	7733
481	7180	7716
482	7192	7698
483	7204	7681
484	7217	7663
485	7230	7646
486	7243	7629
487	7255	7611
488	7268	7595
489	7282	7579
490	7295	7563
491	7308	7545
492	7321	7529
493	7333	7511
494	7346	7495
495	7363	7482
496	7376	7465
497	7389	7448
498	7403	7432
499	7415	7415
500	7428	7398
501	7442	7383
502	7455	7366
503	7467	7349
504	7480	7332
505	7493	7315
506	7506	7299
507	7520	7283
508	7534	7267
509	7547	7251
510	7562	7237
511	7579	7224
512	7593	7209
513	7608	7194
514	7621	7177
515	7633	7160
516	7647	7144
517	7659	7126
518	7672	7110
519	7686	7094
520	7698	7078
521	7711	7061
522	7723	7044
523	7737	7028
524	7750	7012
525	7763	6995
526	7777	6980
527	7790	6964
528	7802	6947
529	7815	6930
530	7827	6913
531	7839	6896
532	7852	6879
533	7865	6863
534	7878	6847
535	7891	6831
536	7904	6814
537	7916	6798
538	7930	6782
539	7943	6766
540	7955	6749
541	7968	6733
542	7981	6717
543	7994	6701
544	8008	6685
545	8021	6669
546	8034	6653
547	8046	6636
548	8059	6621
549	8072	6605
550	8089	6591
551	8102	6575
552	8115	6559
553	8128	6543
554	8141	6527
555	8155	6512
556	8167	6495
557	8180	6479
558	8192	6463
559	8205	6447
560	8220	6432
561	8236	6418
562	8251	6405
563	8265	6389
564	8278	6373
565	8291	6357
566	8305	6342
567	8318	6326
568	8331	6311
569	8344	6294
570	8357	6279
571	8370	6263
572	8384	6247
573	8397	6232
574	8410	6216
575	8423	6200
576	8435	6183
577	8447	6167
578	8460	6151
579	8473	6135
580	8485	6119
581	8498	6103
582	8511	6088
583	8524	6072
584	8537	6056
585	8549	6040
586	8563	6024
587	8575	6008
588	8588	5992
589	8601	5977
590	8614	5961
591	8626	5945
592	8638	5929
593	8651	5913
594	8664	5897
595	8676	5881
596	8689	5865
597	8702	5850
598	8714	5834
599	8732	5821
600	8749	5808
601	8766	5795
602	8781	5781
603	8796	5766
604	8811	5753
605	8825	5738
606	8840	5723
607	8855	5709
608	8873	5696
609	8892	5685
610	8907	5671
611	8922	5656
612	8938	5642
613	8958	5631
614	8975	5618
615	8992	5605
616	9009	5592
617	9025	5578
618	9041	5565
619	9056	5550
620	9070	5536
621	9087	5522
622	9103	5508
623	9119	5495
624	9139	5483
625	9158	5471
626	9174	5457
627	9191	5444
628	9209	5431
629	9236	5424
630	9255	5412
631	9270	5397
632	9284	5382
633	9301	5369
634	9317	5355
635	9330	5340
636	9346	5326
637	9360	5311
638	9377	5297
639	9393	5283
640	9408	5269
641	9423	5255
642	9440	5241
643	9456	5227
644	9473	5213
645	9489	5200
646	9504	5185
647	9519	5171
648	9533	5155
649	9545	5140
650	9559	5124
651	9572	5109
652	9585	5093
653	9600	5079
654	9613	5063
655	9626	5047
656	9639	5032
657	9652	5016
658	9664	5000
659	9677	4985
660	9689	4969
661	9701	4953
662	9713	4937
663	9726	4921
664	9739	4906
665	9753	4891
666	9766	4876
667	9781	4861
668	9795	4846
669	9809	4831
670	9823	4816
671	9837	4801
672	9850	4786
673	9865	4771
674	9878	4756
675	9891	4740
676	9905	4725
677	9918	4710
678	9932	4695
679	9946	4680
680	9958	4664
681	9974	4650
682	9989	4636
683	10002	4620
684	10015	4605
685	10029	4590
686	10043	4575
687	10063	4563
688	10077	4548
689	10090	4533
690	10103	4518
691	10118	4503
692	10131	4488
693	10145	4473
694	10159	4458
695	10173	4443
696	10189	4429
697	10204	4415
698	10220	4401
699	10235	4386
700	10250	4371
701	10263	4356
702	10277	4341
703	10290	4326
704	10304	4311
705	10318	4297
706	10332	4281
707	10346	4267
708	10361	4252
709	10375	4237
710	10390	4223
711	10404	4208
712	10418	4193
713	10432	4179
714	10447	4164
715	10461	4149
716	10477	4135
717	10495	4122
718	10508	4106
719	10521	4091
720	10534	4076
721	10547	4061
722	10561	4046
723	10575	4031
724	10590	4016
725	10604	4002
726	10617	3987
727	10632	3972
728	10645	3957
729	10660	3942
730	10673	3927
731	10688	3913
732	10703	3898
733	10718	3884
734	10732	3869
735	10745	3854
736	10760	3839
737	10774	3824
738	10788	3810
739	10802	3795
740	10819	3781
741	10833	3766
742	10846	3751
743	10879	3743
744	10898	3730
745	10913	3715
746	10936	3704
747	10954	3690
748	10970	3676
749	10986	3662
750	11004	3648
751	11025	3636
752	11040	3621
753	11069	3611
754	11086	3597
755	11107	3584
756	11131	3573
757	11154	3561
758	11176	3548
759	11201	3537
760	11223	3524
761	11253	3514
762	11274	3501
763	11293	3488
764	11318	3477
765	11343	3465
766	11363	3451
767	11382	3438
768	11398	3424
769	11414	3409
770	11432	3395
771	11452	3382
772	11469	3368
773	11489	3354
774	11546	3352
775	11566	3338
776	11586	3325
777	11609	3312
778	11631	3299
779	11651	3286
780	11670	3272
781	11688	3258
782	11707	3244
783	11728	3231
784	11751	3218
785	11775	3206
786	11795	3192
787	11816	3179
788	11839	3166
789	11870	3155
790	11889	3141
791	11908	3127
792	11927	3113
793	11961	3103
794	11986	3090
795	12019	3080
796	12053	3069
797	12078	3057
798	12115	3047
799	12141	3035
800	12177	3025
801	12194	3010
802	12215	2996
803	12235	2982
804	12271	2972
805	12294	2959
806	12315	2945
807	12337	2931
808	12355	2917
809	12371	2901
810	12388	2887
811	12402	2871
812	12417	2856
813	12431	2840
814	12445	2824
815	12460	2809
816	12473	2794
817	12487	2778
818	12501	2762
819	12515	2747
820	12531	2732
821	12546	2716
822	12565	2702
823	12582	2687
824	12595	2671
825	12608	2655
826	12622	2640
827	12635	2624
828	12649	2609
829	12662	2593
830	12676	2578
831	12690	2562
832	12704	2547
833	12720	2531
834	12737	2516
835	12758	2502
836	12774	2487
837	12787	2472
838	12804	2457
839	12824	2442
840	12840	2427
841	12857	2412
842	12873	2397
843	12888	2382
844	12903	2367
845	12917	2351
846	12932	2336
847	12944	2320
848	12957	2304
849	12971	2289
850	12985	2273
851	12998	2258
852	13011	2242
853	13025	2226
854	13038	2211
855	13051	2195
856	13064	2180
857	13077	2164
858	13091	2148
859	13104	2133
860	13117	2117
861	13130	2102
862	13143	2086
863	13155	2070
864	13173	2056
865	13191	2041
866	13206	2025
867	13221	2010
868	13234	1995
869	13247	1979
870	13259	1963
871	13273	1948
872	13287	1932
873	13299	1917
874	13313	1901
875	13327	1886
876	13339	1870
877	13353	1855
878	13370	1840
879	13384	1825
880	13397	1809
881	13410	1794
882	13422	1778
883	13434	1762
884	13448	1747
885	13460	1731
886	13473	1716
887	13485	1700
888	13498	1685
889	13512	1670
890	13525	1654
891	13538	1639
892	13550	1623
893	13563	1608
894	13576	1592
895	13590	1577
896	13603	1562
897	13616	1546
898	13629	1531
899	13642	1515
900	13654	1500
901	13666	1484
902	13679	1469
903	13692	1454
904	13704	1438
905	13718	1423
906	13731	1407
907	13744	1392
908	13757	1377
909	13770	1361
910	13782	1346
911	13795	1331
912	13808	1315
913	13822	1300
914	13834	1285
915	13847	1269
916	13859	1254
917	13871	1239
918	13884	1223
919	13897	1208
920	13911	1193
921	13924	1177
922	13937	1162
923	13950	1147
924	13964	1132
925	13980	1117
926	13993	1101
927	14005	1086
928	14018	1071
929	14031	1056
930	14048	1041
931	14065	1026
932	14079	1011
933	14093	995
934	14107	980
935	14125	965
936	14140	950
937	14156	935
938	14171	920
939	14185	905
940	14199	890
941	14214	875
942	14230	860
943	14246	845
944	14262	830
945	14276	814
946	14290	799
947	14305	784
948	14320	769
949	14337	754
950	14353	739
951	14369	724
952	14383	709
953	14400	694
954	14415	679
955	14430	664
956	14445	649
957	14461	634
958	14475	618
959	14490	603
960	14505	588
961	14521	573
962	14535	558
963	14550	543
964	14572	528
965	14602	513
966	14620	498
967	14635	483
968	14654	468
969	14671	453
970	14686	438
971	14701	423
972	14716	408
973	14730	393
974	14745	378
975	14760	362
976	14775	347
977	14790	332
978	14806	317
979	14821	302
980	14837	287
981	14855	272
982	14872	257
983	14887	242
984	14900	226
985	14913	211
986	14926	196
987	14940	181
988	14954	166
989	14968	151
990	14983	136
991	14997	120
992	15011	105
993	15025	90
994	15039	75
995	15054	60
996	15067	45
997	15080	30
998	15093	15
999	15105	0
